full_name,diameter,profit,price,dv,class,spec
513 Centesima (1903 LY),48.805,1.27E+16,1.78E+17,10.784477,MBA,K
397 Vienna (1894 BM),49.032,1.45E+16,1.80E+17,9.661825,MBA,K
849 Ara (1912 NY),80.756,1.22E+16,1.84E+17,11.574681,MBA,M
442 Eichsfeldia (1899 EE),62.171,1.56E+16,1.87E+17,9.357791,MBA,Ch
1048 Feodosia (1924 TP),62.218,1.37E+16,1.88E+17,10.571377,MBA,Ch
712 Boliviana (1911 LO),112.818,1.48E+16,1.88E+17,9.870108,MBA,X
653 Berenike (1907 BK),49.793,1.30E+16,1.89E+17,11.142153,MBA,K
980 Anacostia (1921 W19),74.679,1.41E+16,1.91E+17,10.472615,MBA,L
498 Tokio (1902 KU),81.83,1.57E+16,1.91E+17,9.483767,MBA,M
640 Brambilla (1907 ZW),62.667,1.30E+16,1.92E+17,11.364742,MBA,Cgh
977 Philippa (1922 LV),65.471,1.43E+16,2.19E+17,11.798605,MBA,C
1264 Letaba (1933 HG),66.04,1.39E+16,2.24E+17,12.468507,MBA,C
1086 Nata (1927 QL),66.27,1.59E+16,2.27E+17,11.011364,MBA,Ch
380 Fiducia (1894 AR),67.508,1.89E+16,2.40E+17,9.845095,MBA,C
478 Tergeste (1901 GU),80.738,1.67E+16,2.41E+17,11.147069,MBA,L
425 Cornelia (1896 DC),67.925,1.82E+16,2.44E+17,10.342722,MBA,C
735 Marghanna (1912 PY),67.976,1.91E+16,2.45E+17,9.925363,MBA,Ch
1796 Riga (1966 KB),68.167,1.45E+16,2.46E+17,13.059711,OMB,Cb
539 Pamina (1904 OL),68.356,2.03E+16,2.49E+17,9.485806,MBA,Ch
1567 Alikoski (1941 HN),69.242,1.67E+16,2.59E+17,11.921191,OMB,C
402 Chloe (1895 BW),55.421,1.99E+16,2.60E+17,10.125422,MBA,K
2892 Filipenko (1983 AX2),69.492,1.80E+16,2.61E+17,11.216207,MBA,C
429 Lotis (1897 DL),69.62,2.05E+16,2.63E+17,9.921996,MBA,C
3451 Mentor (1984 HA1),126.288,1.41E+16,2.64E+17,14.345454,TJN,X
593 Titania (1906 TT),70.145,1.99E+16,2.69E+17,10.476295,MBA,C
1262 Sniadeckia (1933 FE),71.011,1.87E+16,2.79E+17,11.494062,MBA,C
420 Bertholda (1896 CY),138.699,2.05E+16,3.01E+17,11.309278,OMB,P
569 Misa (1905 QT),72.95,2.53E+16,3.02E+17,9.29223,MBA,Cg
617 Patroclus (1906 VY),140.362,1.75E+16,3.12E+17,13.627795,TJN,P
601 Nerthus (1906 UN),75.535,2.24E+16,3.36E+17,11.569983,MBA,C
784 Pickeringia (1914 UM),75.596,2.51E+16,3.36E+17,10.339875,MBA,C
476 Hedwig (1901 GQ),138.493,2.60E+16,3.48E+17,10.386957,MBA,X
464 Megaira (1901 FV),77.056,2.79E+16,3.56E+17,9.892191,MBA,C
583 Klotilde (1905 SP),78.236,2.74E+16,3.73E+17,10.509191,MBA,C
535 Montague (1904 OC),79.299,2.98E+16,3.88E+17,10.096351,MBA,C
679 Pax (1909 FY),63.909,2.79E+16,3.99E+17,11.076847,MBA,K
551 Ortrud (1904 PM),81.113,3.18E+16,4.16E+17,10.104295,MBA,C
503 Evelyn (1903 LF),81.68,3.45E+16,4.24E+17,9.550083,MBA,Ch
912 Maritima (1919 FJ),82.675,2.95E+16,4.40E+17,11.514778,MBA,C
387 Aquitania (1894 AZ),100.51,3.39E+16,4.65E+17,10.625049,MBA,L
379 Huenna (1894 AQ),84.787,3.63E+16,4.75E+17,10.087434,MBA,C
530 Turandot (1904 NV),84.85,3.58E+16,4.76E+17,10.251615,MBA,C
795 Fini (1914 VE),85.263,3.24E+16,4.83E+17,11.514372,MBA,C
449 Hamburga (1899 EU),85.59,4.15E+16,4.88E+17,9.163148,MBA,C
366 Vincentina (1893 W),86.368,3.46E+16,5.02E+17,11.168048,MBA,Ch
365 Corduba (1893 V),86.773,3.78E+16,5.09E+17,10.41721,MBA,C
886 Washingtonia (1917 b),86.793,3.62E+16,5.09E+17,10.834465,MBA,C
445 Edna (1899 EX),87.812,3.40E+16,5.27E+17,11.942067,MBA,C
599 Luisa (1906 UJ),70.249,4.04E+16,5.29E+17,10.144502,MBA,K
1028 Lydina (1923 PG),88.526,3.73E+16,5.40E+17,11.139343,OMB,C
414 Liriope (1896 CN),88.76,3.67E+16,5.45E+17,11.417039,OMB,Cg
790 Pretoria (1912 NW),170.37,3.50E+16,5.58E+17,12.262997,OMB,P
358 Apollonia (1893 K),90.116,4.47E+16,5.70E+17,9.870352,MBA,Ch
377 Campania (1893 AN),90.346,4.42E+16,5.74E+17,10.062768,MBA,Ch
491 Carina (1902 JQ),91.176,3.75E+16,5.90E+17,12.113456,MBA,C
635 Vundtia (1907 ZS),94.415,4.55E+16,6.55E+17,11.104291,MBA,C
754 Malabar (1906 UT),94.522,3.87E+16,6.58E+17,13.114045,MBA,Ch
404 Arsinoe (1895 BY),94.97,5.17E+16,6.67E+17,10.010024,MBA,Ch
407 Arachne (1895 CC),95.07,5.16E+16,6.69E+17,10.044099,MBA,C
586 Thekla (1906 TC),95.203,4.93E+16,6.72E+17,10.510071,MBA,Ch
466 Tisiphone (1901 FX),95.495,4.24E+16,6.78E+17,12.296947,OMB,C
554 Peraga (1905 PS),95.87,6.04E+16,6.86E+17,8.871371,MBA,Ch
412 Elisabetha (1896 CK),96.056,4.82E+16,6.90E+17,11.052952,MBA,C
345 Tercidina (1892 O),96.865,5.69E+16,7.08E+17,9.678501,MBA,Ch
335 Roberta (1892 C),97.109,6.10E+16,7.11E+17,9.085439,MBA,B
409 Aspasia (1895 CE),171.012,5.43E+16,7.22E+17,10.289582,MBA,Xc
713 Luscinia (1911 LS),97.968,5.14E+16,7.32E+17,10.970601,OMB,C
373 Melusina (1893 AJ),98.695,5.12E+16,7.49E+17,11.276301,MBA,C
1021 Flammario (1924 RG),100.765,6.15E+16,7.94E+17,10.003506,MBA,B
494 Virtus (1902 JV),100.786,5.79E+16,7.97E+17,10.63128,MBA,Ch
431 Nephele (1897 DN),101.9,6.26E+16,8.22E+17,10.135793,MBA,B
814 Tauris (1916 YT),102.229,5.65E+16,8.32E+17,11.366878,MBA,C
579 Sidonia (1905 SD),85.57,6.75E+16,9.57E+17,10.931166,MBA,K
521 Brixia (1904 NB),107.227,7.91E+16,9.60E+17,9.41785,MBA,Ch
786 Bredichina (1914 UO),108.309,6.85E+16,9.89E+17,11.124125,MBA,C
405 Thia (1895 BZ),108.894,8.23E+16,1.01E+18,9.49298,MBA,Ch
895 Helio (1918 DU),109.568,6.00E+16,1.02E+18,13.103233,OMB,B
602 Marianna (1906 TE),110.444,7.63E+16,1.05E+18,10.608216,MBA,C
545 Messalina (1904 OY),112.631,7.97E+16,1.11E+18,10.748371,OMB,Cb
751 Faina (1913 RK),113.699,8.54E+16,1.14E+18,10.389141,MBA,Ch
410 Chloris (1896 CH),116.245,9.84E+16,1.22E+18,9.642452,MBA,Ch
1093 Freda (1925 LA),116.73,7.86E+16,1.24E+18,12.154643,MBA,C
791 Ani (1914 UV),116.865,8.61E+16,1.24E+18,11.125638,MBA,C
508 Princetonia (1903 LQ),117.241,8.26E+16,1.25E+18,11.70523,MBA,C
490 Veritas (1902 JP),118.803,9.22E+16,1.31E+18,10.910266,MBA,Ch
481 Emita (1902 HP),121.552,1.08E+17,1.40E+18,10.01202,MBA,Ch
375 Ursula (1893 AL),216,9.72E+16,1.45E+18,11.523683,MBA,Xc
344 Desiderata (1892 M),124.181,1.16E+17,1.49E+18,9.974053,MBA,C
388 Charybdis (1894 BA),125.754,1.13E+17,1.55E+18,10.61163,MBA,C
772 Tanete (1913 TR),126.473,8.80E+16,1.58E+18,13.798166,MBA,C
381 Myrrha (1894 AS),127.639,1.10E+17,1.62E+18,11.304318,OMB,Cb
350 Ornamenta (1892 U),128.729,1.01E+17,1.66E+18,12.702154,MBA,C
360 Carlova (1893 N),129.125,1.23E+17,1.68E+18,10.507529,MBA,C
618 Elfriede (1906 VZ),131.292,1.14E+17,1.76E+18,11.930336,MBA,C
705 Erminia (1910 KV),132.261,1.06E+17,1.80E+18,13.141601,MBA,C
426 Hippo (1897 DH),137.562,1.33E+17,2.03E+18,11.767909,MBA,C
804 Hispania (1915 WT),137.952,1.45E+17,2.04E+18,10.889396,MBA,C
489 Comacina (1902 JM),139.39,1.42E+17,2.11E+18,11.469548,MBA,C
356 Liguria (1893 G),145.503,1.97E+17,2.40E+18,9.46974,MBA,C
762 Pulcova (1913 SQ),147.343,1.71E+17,2.49E+18,11.201032,MBA,C
419 Aurelia (1896 CW),148.701,2.25E+17,2.56E+18,8.875634,MBA,C
776 Berbericia (1914 TY),151.711,1.86E+17,2.72E+18,11.300191,MBA,Cgh
444 Gyptis (1899 EL),159.331,2.44E+17,3.15E+18,10.007128,MBA,C
654 Zelinda (1908 BM),160.736,2.55E+17,3.23E+18,9.854685,MBA,Ch
386 Siegena (1894 AY),165.01,2.34E+17,3.50E+18,11.556945,MBA,C
2060 Chiron (1977 UB),166,2.27E+17,3.56E+18,11.922133,CEN,Cb
566 Stereoskopia (1905 QO),167.381,2.61E+17,3.65E+18,10.767657,OMB,C
488 Kreusa (1902 JG),168.117,2.64E+17,3.70E+18,10.790715,MBA,C
747 Winchester (1913 QZ),171.71,2.92E+17,3.94E+18,10.422885,MBA,C
372 Palma (1893 AH),173.642,2.62E+17,4.07E+18,11.98788,MBA,B
423 Diotima (1896 DB),175.859,2.91E+17,4.24E+18,11.22433,MBA,C
702 Alauda (1910 KQ),190.98,3.26E+17,5.41E+18,12.757615,MBA,B
334 Chicago (1892 L),198.77,4.01E+17,6.12E+18,11.703702,OMB,C
